9.61447859252138;212.580722980453
75.21493200999379;106.26139798629237
106.01323907757032;147.18999575852007
-14.683549195998623;64.81715500849833
-4.156861295902061;26.342044893596523
154.3839918921192;171.196681011213
115.59057472360898;70.64890315529807
60.07685850932762;248.24642973618398
79.65079506913852;68.00026480126735
116.57338615626354;62.08648492354156
35.600598035464245;18.26152113697924
27.707138251223185;152.03272106622708
34.58998742810542;75.69862613379733
232.9793129966805;69.20929168821493
227.37084420072912;219.53819683250256
270.4519381257148;717.6816619394984
189.75545892226066;716.3532529408071
133.32200746933376;923.1631516203461
170.87121199787896;861.3614276436866
98.31943697100786;795.501759799317
80.73772904633358;866.1887251271041
177.99330348587605;951.8467052164212
254.24786346476478;713.866507092267
361.93417523975506;763.9166050069944
279.2479672968456;827.9396983428032
371.61664373721015;776.588030548273
136.75108868230564;733.6102324804533
226.42261352913323;942.2385024814438
245.06385999500554;907.4349483824994
205.5899565420694;849.7161427139088
588.4511306939255;602.6842941456304
529.3313482110815;732.6623941266338
751.0697128337581;707.029046113266
623.2903869112016;786.4243446840771
507.86941354738155;671.7990506771993
545.1847109089321;649.7948611886151
588.6108121937639;640.3285137419202
556.0800067384846;732.5473241818886
701.373725420228;727.7980211028498
572.1947095970611;801.1320930115611
544.6933149664089;689.9560128938202
605.3086654716964;726.5102867848738
639.5617646998924;780.6460891378088
614.2951197687094;579.4445586086736
488.9976864457875;530.4539481900498
553.9141418239853;167.2740566809034
853.5689443447684;42.461824334788076
699.7131502022027;209.80157871660427
763.049681098564;190.51667518465183
715.1752950820085;-10.948093724840021
601.8092373993375;110.23475846656656
776.9035426425822;104.79984512762628
594.4032160905075;82.82768728343595
665.1442061219474;32.75076166467255
772.4590918190596;170.1396216815512
719.6339027002537;118.60155695962246
741.78116709148;134.9808856466076
775.9355843650798;185.95776827151803
821.2058493254644;107.08374796504839
747.4107170432812;37.565878277223376
